LOC_ID,gene_ID,unitpro,up_evalue,cel,cel_evalue,dmel,dmel_evalue,spur_acc,spur_evalue
LOC105327623,lysine-rich nucleolar protein 1,A5D7J3.2,6.7e-13,,,,,XP_030848270.1,0.85
LOC105327624,"C-type lectin domain family 17, member A",Q9NY25.1,6.41e-08,C14A6.1.1,0.00034,Lectin-galC1-PB,2.4,XP_782283.4,3.87e-05
LOC105327625,ubiquitin-conjugating enzyme E2 Q2-like,Q8WVN8.1,3.05e-141,F25H2.8.2,5.99e-118,CG2924-PD,6.8e-142,XP_786851.4,1.76e-149
LOC105327626,uncharacterized LOC105327626,O08532.1,1.6,Y45G5AM.7b.1,2.1,CG14151-PA,1.8,XP_011671566.2,1
LOC105327629,E3 ubiquitin-protein ligase TRIM39-like,Q75EN0.1,3.97e-07,C16C10.7a.1,2e-05,Pex10-PB,4.43e-07,XP_030832479.1,1.87e-87
LOC105327632,deleted in malignant brain tumors 1 protein,Q9UGM3.2,5.07e-159,C06B8.7.1,1.85e-05,teq-PD,3.81e-20,XP_030853316.1,0
LOC105327633,uncharacterized LOC105327633,P0CB46.1,0.03,F53C3.2.1,0.97,Dcp-1-PA,0.33,XP_030834949.1,0.000128
LOC105327634,N-acetylgalactosamine kinase,Q5XIG6.1,0,M01D7.4a.1,2.95e-86,Galk-PD,3.74e-117,XP_796432.4,0
LOC105327637,hypothetical protein,P28348.1,3.8,C17A2.7.1,0.39,Ocrl-PB,5,XP_003728272.1,2.6
LOC105327638,hypothetical protein,Q14789.2,3.5,K04A8.6a.1,1.1,BORCS5-PA,8.5,XP_030844751.1,0.006
LOC105327639,mediator of RNA polymerase II transcription subunit 27-A,Q5XHA1.1,1.34e-80,R09F10.3.1,5.77e-07,MED27-PA,1.96e-53,XP_780142.3,6.07e-70
LOC105327642,chaperone protein DnaJ 1,Q96EY1.2,3.97e-15,R74.4b.1,8.9e-14,CG5504-PE,3.33e-11,XP_030854648.1,2.76e-14
LOC105327653,oxysterol-binding protein-related protein 1,Q91XL9.2,0,F14H8.1b.1,6.9e-88,CG3860-PB,7.26e-128,XP_030830793.1,0
LOC105327658,ryncolin-1,D8VNT0.1,1.46e-61,T15B7.1.1,3.13e-27,CG5550-PA,1.64e-44,XP_781712.2,4.03e-60
LOC105327659,tripartite motif-containing protein 45,Q6PFY8.2,4.19e-25,Y54E10A.2.1,0.17,CG8419-PA,5.61e-29,XP_030840306.1,8.84e-28
LOC105327660,low-density lipoprotein receptor class A domain-containing protein 2,Q8BUJ9.2,7.46e-10,T07D10.4.1,1.99e-06,Cubn-PB,1.87e-08,XP_030840750.1,1.14e-20
LOC105327662,tRNA-splicing endonuclease subunit Sen15-like,Q8R3W5.1,4.41e-12,Y40B1B.6.2,1.4,Con-PB,1,XP_003728007.1,3.85e-28
LOC105327664,ribonuclease 3,Q9NRR4.2,0,F26E4.10b.1,4.46e-179,drosha-PA,0,XP_030854036.1,0
LOC105327663,kelch domain-containing protein 9,Q3USL1.1,4.1e-33,F53E4.1b.2,2.25e-07,CG1812-PA,0.000455,XP_030834386.1,3.79e-06
LOC105327665,crystallin J1A,P40821.1,1.5e-34,R155.4.1,1.8,,,XP_003729312.1,2.29e-73
LOC105327666,GDP-fucose protein O-fucosyltransferase 1,Q9V6X7.1,2.77e-134,C15C7.7.1,1.13e-99,O-fut1-PB,3.51e-135,XP_790311.1,3.82e-129
LOC105327672,probable ATP-dependent RNA helicase DDX31,Q6NZQ2.2,0,B0511.6.1,2.74e-82,CG8611-PA,7.68e-139,XP_030853060.1,0
LOC105327673,ficolin-2,O70497.2,1.45e-75,T15B7.1.1,2.31e-17,CG5550-PA,9.41e-47,XP_030845836.1,2.26e-69
LOC105327678,uncharacterized LOC105327678,Q9M622.1,3.28e-09,C01G6.4.1,5.69e-07,mura-PB,3.3e-07,XP_030829838.1,2.38e-16
LOC105327680,uncharacterized LOC105327680,Q9Z1M0.2,0.72,C02C2.3.1,4.2,Cp36-PA,0.62,XP_011664934.1,2.97e-13
LOC105327683,alpha-aminoadipic semialdehyde dehydrogenase,Q2KJC9.4,0,F01F1.6.2,0,Aldh7A1-PA,0,XP_030832760.1,0
LOC105327684,protein CEPU-1,Q24372.2,1.27e-35,C36F7.4f.1,1.8e-31,DIP-eta-PB,7.67e-60,XP_030850288.1,2.45e-20
LOC105327686,transcription intermediary factor 1-alpha,Q5BIM1.1,5.1e-21,F26F4.7.1,1.9e-12,bon-PF,5.63e-15,XP_030851549.1,1.1e-25
LOC105327687,uncharacterized LOC105327687,O75382.2,0.068,ZK112.2h.1,0.12,Smyd4-3-PA,1.8,XP_030828522.1,0.55
LOC105327690,perlucin-like protein,P86854.1,7.14e-17,K02F3.5.1,1.81e-09,tfc-PC,1.34e-08,XP_030846891.1,2.24e-18
LOC105327691,ADP-ribosylation factor-like,Q20758.2,2.66e-47,F54C9.10.2,2.35e-48,Arf102F-PB,1.3e-42,XP_791037.1,1.1e-45
LOC105327692,E3 ubiquitin-protein ligase TRIM71-like,A4IF63.1,5.48e-12,C12C8.3b.2,1.79e-09,tn-PD,3.55e-05,XP_787393.2,1.05e-08
LOC105327693,transcription factor 15,P79782.2,6.47e-37,F48D6.3.1,2.74e-13,CG33557-PA,1.32e-24,XP_030846023.1,2.24e-43
LOC105327698,insulin-induced gene 2 protein,Q5F3W2.2,2.09e-94,T21H8.3.1,0.013,Vha100-1-PA,5.3,XP_030846460.1,1.01e-84
LOC105327704,uncharacterized LOC105327704,B2IDV5.1,1.2,C44H9.5a.1,2.7,Dl-PC,3.8,XP_030852363.1,6
LOC105327706,uncharacterized LOC105327706,P56950.1,0.12,F52G3.1.1,1.6,Unc-115b-PE,6.3,XP_030834427.1,0.3
LOC105327705,probable 28S rRNA (cytosine-C(5))-methyltransferase,Q8K4F6.2,5.96e-88,Y53F4B.4b.2,1.11e-84,Nsun5-PA,1.71e-57,XP_030843202.1,1.85e-104
LOC105327709,mesoderm induction early response protein 1,Q7Z3K6.2,1.27e-89,T07F8.4.2,1.11e-14,CG1620-PC,9.37e-49,XP_011664768.1,7.74e-116
LOC105327718,cyclin-dependent kinase 6,Q64261.2,1.14e-141,T27E9.3.1,2.76e-87,Cdk4-PE,1.52e-100,NP_999689.1,2.57e-113
LOC105327720,programmed cell death 6-interacting protein,Q8WUM4.1,0,R10E12.1b.2,0,ALiX-PA,0,XP_011665500.1,0
LOC105327721,protein HEXIM,Q5M9G1.1,9.61e-37,C54D10.4.1,3,,,XP_003729518.2,6.31e-17
LOC105327722,uncharacterized LOC105327722,Q99466.2,1.27e-05,F25F2.2.1,8.84e-05,wry-PD,0.003,XP_030846849.1,7.82e-05
LOC105327723,homeobox protein XHOX-3,P50476.1,3.83e-43,M142.4.1,5.13e-31,eve-PA,9.58e-37,NP_999816.1,1.07e-33
LOC105327726,homeobox protein vab-7,P23683.1,6.95e-43,M142.4.1,1.58e-33,eve-PA,2.76e-40,NP_999816.1,2.22e-37
LOC105327727,uncharacterized LOC105327727,P44685.1,1.2,C09B9.7.1,2.1,CG18179-PA,0.95,XP_030839691.1,4.8
LOC105327728,uncharacterized LOC105327728,Q6ZT07.2,1.4,ZK757.10.1,0.053,,,XP_030847893.1,1.9
LOC105327729,uncharacterized LOC105327729,P28859.2,2.5,T26A8.4.1,0.38,CG17839-PC,3.6,XP_030848427.1,0.42
LOC105327730,uncharacterized LOC105327730,Q30HU9.1,0.000199,T27C10.6.1,1.2,CG11997-PA,3.4,XP_030847636.1,0.37
LOC105327731,serine protease inhibitor Cvsi-1,Q30HU9.1,5.03e-44,R13F6.4a.1,0.075,CG4829-PF,0.22,XP_030836336.1,0.003
LOC105327745,exosome complex component RRP43,Q96B26.1,4.85e-110,F37C12.13a.2,1.4e-29,Rrp42-PA,3.57e-17,XP_030836185.1,3.93e-105
LOC105327747,protein zwilch homolog,Q6IRM9.1,4.66e-47,Y39G10AR.2b.1,8.85e-09,Zwilch-PA,0.27,XP_030828462.1,1.96e-38
LOC105327748,B-box type zinc finger protein ncl-1,P34611.1,1.65e-55,ZK112.2h.1,1.19e-56,mei-P26-PD,4.94e-150,XP_787393.2,1.45e-30
LOC105327746,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,Q9EQG7.3,5.94e-101,C01B10.9.1,8.3e-48,PIG-N-PA,4.97e-06,XP_030850282.1,4.01e-104
LOC105327751,protein cramped-like,Q6PG95.3,5.82e-72,R151.8.1,1.3e-19,crm-PA,9.87e-47,XP_030837093.1,1.89e-45
LOC105327752,jupiter microtubule associated homolog 1,Q6AXU6.3,1.23e-05,F58D5.6.1,2.2,CG1943-PD,7.08e-05,XP_801891.1,6e-04
LOC105327753,ectonucleotide pyrophosphatase/phosphodiesterase family member 5,P84039.2,2.69e-111,C27A7.1c.1,1.01e-49,PIG-N-PA,4.72e-05,XP_030850282.1,4.07e-108
LOC105327754,uncharacterized LOC105327754,Q7ZXV5.1,4.3,Y111B2A.12a.1,0.27,CG10680-PB,5.9,XP_030836124.1,1.97e-13
LOC105327755,syntaxin-binding protein 4,Q6ZWJ1.2,1.7e-73,F13E6.4.1,4.52e-07,yki-PD,4.64e-06,XP_030836093.1,2.92e-87
LOC105327756,ubiquitin-like protein 3,Q5BJT2.1,7.42e-53,C46F11.6.1,8.78e-39,UBL3-PC,4.11e-46,XP_001177227.1,3.31e-41
LOC105327765,proline-rich transmembrane protein 1,Q6MG82.2,1.62e-14,W05H5.4.1,0.75,Nup93-1-PA,9.3,XP_030848860.1,4.74e-10
LOC105327766,proline-rich transmembrane protein 1,Q6MG82.2,3.29e-12,B0304.6.1,1.5,CG8654-PD,4.1,XP_030848860.1,5.21e-10
LOC105327767,zinc finger CCHC domain-containing protein 9,Q8N567.2,3.2e-06,C55B7.1.1,3.72e-06,CNBP-PB,4.15e-07,XP_011674581.2,1.6e-05
LOC105327775,U5 small nuclear ribonucleoprotein 40 kDa protein,Q96DI7.1,0,F08G12.2.1,7.59e-142,CG3436-PC,8.3e-166,XP_784087.1,0
LOC105327776,transmembrane protein 241,A1L3G4.1,3.56e-49,C52E12.3.2,0.006,nac-PA,0.000584,XP_030830692.1,7.83e-53
LOC105327778,methenyltetrahydrofolate synthase domain-containing protein,Q2KI24.1,3.32e-113,C44B7.2b.1,0.078,lost-PA,3.08e-42,XP_030849360.1,2.53e-112
LOC105327781,uncharacterized LOC105327781,Q9Y6R7.3,0.08,Y75B12B.2.2,2.3,pix-PB,8.6,XP_030847027.1,3.77e-08
LOC105327782,zinc metalloproteinase dpy-31-like,D5FM34.1,1.08e-63,R151.5a.1,1.57e-63,tok-PC,4.67e-25,XP_030845105.1,5.83e-42
LOC105327783,glucosidase 2 subunit beta,O08795.1,1.33e-26,ZK1307.8.4,1.28e-21,GCS2beta-PB,1.31e-25,XP_001199885.3,1.9e-64
LOC105327780,uncharacterized LOC105327780,P53832.1,0.001,F55A4.10.1,0.42,Acp29AB-PA,2.7,XP_030833494.1,0.083
LOC105327784,cholecystokinin receptor type A,P70031.1,1.86e-08,T05A1.1b.1,6.15e-09,sNPF-R-PB,2.12e-06,XP_003725989.2,1.33e-16
LOC105327795,uncharacterized LOC105327795,Q9H0W7.1,0.000397,F49E10.5a.1,0.49,Gsc-PE,0.13,XP_011661157.1,1.41e-98
LOC105327802,uncharacterized LOC105327802,A3MY90.1,0.046,Y73C8C.3.1,6.6,mle-PA,4.7,XP_030842301.1,1.1
LOC105327803,cellular retinoic acid-binding protein 2-like,P22935.2,3.01e-26,T22G5.2.1,1.57e-23,fabp-PB,1.13e-22,XP_030854477.1,2.34e-21
LOC105327804,sodium/calcium exchanger regulatory protein 1,C4N147.1,9.08e-19,T22G5.6.1,4.01e-17,fabp-PB,1.45e-16,XP_030854477.1,3.96e-17
LOC105327805,fatty acid-binding protein homolog 6,O01812.1,6.83e-17,W02D3.5.1,6.01e-18,fabp-PB,2.8e-12,XP_030854477.1,8.41e-15
LOC105327806,myeloid leukemia factor 2-like,P58340.1,8.01e-41,Y17G7B.17.2,1.19e-11,Mlf-PB,7.88e-29,XP_030842742.1,7.91e-43
LOC105327807,uncharacterized LOC105327807,Q9LZF7.1,1.62e-10,F21D5.2c.1,8.24e-06,CG7857-PA,8.29e-07,XP_003729278.1,5.41e-05
LOC105327810,H(+)/Cl(-) exchange transporter 7,O70496.1,0,R07B7.1.1,0,ClC-b-PA,0,XP_030841128.1,0
LOC105327813,uncharacterized LOC105327813,O75382.2,1.34e-11,ZK112.2e.1,0.000243,bon-PD,3.28e-05,XP_030837063.1,3.27e-12
LOC105327824,microfibril-associated glycoprotein 4,O95841.1,4.02e-50,T15B7.1.1,4.68e-18,CG41520-PD,3.04e-35,XP_781712.2,1.4e-56
LOC105327826,F-actin-uncapping protein LRRC16A,Q5VZK9.1,0,K07G5.1.2,1.23e-84,LRR-PG,0,XP_030831325.1,5.97e-175
LOC105327827,trichohyalin-like,Q16828.2,0.03,F11H8.4a.1,0.84,,,XP_030834105.1,0.023
LOC105327830,protein RD3,Q7Z3Z2.1,9.07e-14,C46A5.8.1,0.082,Orc3-PB,0.19,XP_781231.2,2.64e-38
LOC105327831,filamin-A,Q9VEN1.2,0,Y66H1B.2c.3,0,cher-PH,0,XP_030827869.1,0
LOC105327836,keratin-associated protein 19-2,Q4J711.1,6.4,K02F6.4.1,6.8,,,XP_785032.4,2.8
LOC105327837,neuropeptide-like protein 29,Q8BM15.1,0.044,ZK328.5a.1,7.2,,,XP_030848891.1,1.4
LOC105327838,uncharacterized LOC105327838,Q5UQV1.1,0.001,F55D12.5a.1,1.2,CG8366-PA,0.008,XP_011661156.2,4.16e-29
LOC105327841,neurotensin receptor type 1-like,Q8ITC9.1,1.8e-08,F02E8.2b.1,7.28e-10,PK1-R-PE,3.36e-05,XP_030852656.1,1.37e-12
LOC105327842,ATP-dependent DNA helicase Q4,Q75NR7.2,0,K02F3.12b.2,6.69e-57,RecQ4-PA,0,XP_030831457.1,1.09e-130
LOC105327843,uncharacterized LOC105327843,Q26263.2,7.64e-14,Y54G2A.1.1,2e-09,dpn-PA,4.29e-14,NP_001001768.2,2.12e-14
LOC105327844,uncharacterized LOC105327844,Q80Z30.1,1.42e-92,T19C3.8.2,6.95e-27,CG10376-PA,1.74e-44,XP_797758.4,2.36e-84
LOC105327845,E3 ubiquitin-protein ligase TRIM37,Q6PCX9.1,0,T16H12.5a.1,0.001,Pex10-PB,0.001,XP_030847810.1,0
LOC105327846,solute carrier family 13 member 2-like,Q8WWT9.1,5.57e-149,F31F6.6.1,2.25e-124,Indy-PD,1.29e-87,XP_790428.4,2.04e-147
LOC105327847,serine racemase,Q9GZT4.1,5.91e-92,T01H8.2.1,2.35e-73,Srr-PB,2.92e-29,XP_030854873.1,1.29e-123
LOC105327848,nuclear transcription factor Y subunit gamma,O14647.2,0.44,T07C4.10.1,0.84,Srpk79D-PJ,1.5,NP_001118235.1,4.7
LOC105327849,uncharacterized LOC105327849,Q8IID4.1,0.88,F33D11.2.2,1.9,CG32813-PO,0.71,XP_030848225.1,9.37e-87
LOC105327851,serine/arginine-rich splicing factor 1A,Q5ZML3.3,6.55e-84,Y111B2A.18.5,2.68e-68,SF2-PB,3.59e-78,XP_011682682.1,3.25e-74
LOC105327852,amyloid protein-binding protein 2,A5HK05.1,0,C18C4.10b.2,1.07e-07,Pat1-PC,5.85e-132,XP_030847723.1,0
LOC105327853,myb-binding protein 1A-like protein,Q9BQG0.2,1.53e-42,K04C2.2.2,1.26e-06,Mybbp1A-PA,0.003,XP_030847613.1,3.87e-63
LOC105327855,neurofibromin,P97526.1,0,ZK899.8g.1,2.7e-25,Nf1-PD,0,XP_030848330.1,0
LOC105327857,uncharacterized LOC105327857,Q26263.2,2.02e-14,Y54G2A.1.1,3.9e-10,dpn-PA,9.36e-15,NP_001001768.2,6.8e-14
LOC105327866,scavenger receptor class F member 1,Q14162.3,6.67e-11,Y47H9C.4a.1,6.52e-08,drpr-PE,2.27e-09,XP_003725730.1,2.71e-10
LOC105327868,uncharacterized LOC105327868,B2GB76.1,0.26,K03H1.5.1,2.8,Rim-PY,8.8,XP_030831971.1,0.34
LOC105327869,VWFA and cache domain-containing protein 1-like,Q5VU97.2,0,C50C3.9c.1,0.000164,CG16868-PA,4.59e-167,XP_030852353.1,0
LOC105327870,"adrenodoxin-like protein 1, mitochondrial",P37193.3,1.86e-70,Y73F8A.27.1,8.03e-68,Fdx1-PB,2.4e-71,XP_030852617.1,2.89e-68
LOC105327871,uncharacterized LOC105327871,A4IF63.1,1.03e-14,C12C8.3b.2,1.46e-09,wech-PE,1.23e-07,XP_030838840.1,2e-09
LOC105327872,ubiquitin-conjugating enzyme E2 U,Q5VVX9.1,1.56e-41,C35B1.1.1,1.26e-22,Ubc6-PC,1.51e-24,XP_030852652.1,2.75e-111
LOC105327873,cystathionine gamma-lyase,Q60HG7.1,0,ZK1127.10.2,5.65e-175,Eip55E-PB,2.84e-178,XP_030851563.1,0
LOC105327874,kappa-type opioid receptor,P33534.1,7.35e-20,T21B4.4a.1,7.54e-11,mAChR-C-PA,1.56e-25,XP_799196.2,3.57e-23
LOC105327877,uncharacterized LOC105327877,A8GHK9.1,1,Y105C5B.3.1,0.061,,,XP_030840622.1,0.14
LOC105327882,hypothetical protein,Q58875.1,0.79,EEED8.15.1,0.042,yellow-d2-PA,2.2,XP_030837049.1,1.6
LOC105327885,GTP-binding nuclear protein Ran,P38542.2,7.07e-142,K01G5.4.1,9.82e-134,Ran-PD,1.19e-121,XP_011676375.1,6.24e-135
LOC105327888,uncharacterized LOC105327888,Q8FTE5.1,2.4,F11A10.4b.1,2.3,Nop60B-PF,5.8,XP_011661157.1,1.78e-11
LOC105327891,multiple epidermal growth factor-like domains protein 11,Q9W0A0.3,1.68e-26,Y47H9C.4a.1,3.14e-21,drpr-PE,2.29e-22,XP_030829212.1,1.45e-24
LOC105327892,galactoside 2-alpha-L-fucosyltransferase 2,Q10982.3,1.73e-34,B0205.4.1,3.35e-17,CG2926-PB,2,XP_030833021.1,2.2
LOC105327897,uncharacterized LOC105327897,Q92398.1,3.84e-14,C44H4.6.1,1.82e-14,p38b-PA,1.15e-14,XP_030850850.1,2.14e-13
LOC105327894,uncharacterized LOC105327894,Q86Z23.1,1.58e-09,T03F6.10.1,0.7,CG31418-PA,7.9,XP_003724148.1,5.12e-07
LOC105327915,uncharacterized LOC105327915,G5E869.1,7.84e-16,C09H6.1a.1,7.67e-09,CTCF-PA,1.67e-09,XP_030852297.1,1.41e-20
LOC105327914,uncharacterized LOC105327914,Q9H3M7.1,3.82e-08,F40F8.8b.1,8.03e-11,CG2993-PA,0.000648,XP_011664680.2,4.98e-08
LOC105327918,protein AAR2 homolog,Q08DJ7.1,4.58e-130,F10B5.2.1,9.96e-82,CG12320-PB,5.17e-49,XP_796079.2,1.24e-122
LOC105327920,T-box transcription factor TBX20,Q07998.1,1.78e-43,H14A12.4.1,7.3e-39,byn-PC,9.68e-39,XP_011680189.2,2.03e-39
LOC105327922,von Willebrand factor C domain-containing protein 2-like,Q505H4.1,4.97e-14,B0024.14a.1,0.002,cv-2-PA,0.089,XP_030840689.1,0.004
LOC105327926,uncharacterized LOC105327926,Q9K843.1,0.62,C03A3.1b.1,0.002,CG12702-PB,4.1,XP_030853270.1,1.28e-24
LOC105327927,zinc finger protein 436,Q07120.1,1.71e-97,F45B8.4.1,2.19e-71,sens-2-PB,7.41e-80,NP_001268681.1,1.06e-99
LOC105327928,uncharacterized LOC105327928,O08746.2,2.6e-28,K08E5.3a.1,2.74e-21,Muc68E-PA,3.66e-06,XP_030851866.1,3.44e-15
LOC105327929,von Willebrand factor A domain-containing protein 2,P05099.2,3.6e-16,K09E2.1.1,1.56e-07,Dhc1-PE,5.2,XP_030844905.1,0.004
LOC105327930,"28S ribosomal protein S2, mitochondrial",Q924T2.1,1.83e-80,T23B12.3.2,3.02e-53,mRpS2-PA,1.18e-75,XP_030853676.1,3.54e-61
LOC105327931,uncharacterized LOC105327931,,,K04F1.13.1,0.94,tamo-PC,9.3,XP_030849137.1,6.5
LOC105327932,neuronal acetylcholine receptor subunit alpha-6,P43143.1,8.52e-52,F25G6.3.1,7.77e-48,nAChRalpha2-PB,2.4e-43,XP_030846855.1,2.74e-47
LOC105327934,heat shock 70 kDa protein 12B,Q9CZJ2.1,2.38e-115,F44E5.5.2,1.86e-09,Hsc70-1-PD,1.89e-08,XP_011671541.2,8.71e-106
LOC105327904,T-complex protein 1 subunit zeta,O77622.3,0,F01F1.8a.2,0,CCT6-PA,0,XP_030831108.1,0
LOC105327936,uncharacterized LOC105327936,Q5RFS0.1,0.089,M151.2.1,3.1,CG17154-PA,7,XP_030847794.1,0.83
LOC105327938,melanocortin receptor 5,P29274.2,2.97e-25,F15A8.5c.1,1.7e-15,AdoR-PA,3.31e-24,XP_030852494.1,1.98e-26
LOC105327943,uncharacterized LOC105327943,Q9C0D7.2,1.07e-114,C30F12.1.1,1.44e-82,Regnase-1-PA,6.03e-92,XP_030828427.1,1.85e-92
LOC105327955,uncharacterized LOC105327955,Q9U3W6.2,6.78e-07,C38C6.2a.1,3,mab-21-PA,1.03e-07,XP_003729278.1,0.013
LOC105327956,protein C9orf135 homolog,Q32L77.1,5.01e-43,,,CG4611-PA,1.4,XP_785964.3,1.04e-95
LOC105327957,uncharacterized LOC105327957,Q55G87.1,1.65e-15,F59D6.7a.1,1.1e-09,CanB2-PB,0.000806,XP_030850353.1,2.1e-24
LOC105327958,arrestin domain-containing protein 3,Q6TXF1.1,6.31e-40,F40F8.8a.1,4.8e-143,CG1105-PA,6.87e-27,XP_011672389.1,4.14e-52
LOC105327959,ERI1 exoribonuclease 3,A6QLH5.1,7.53e-75,M02B7.2a.1,1.02e-52,Snp-PG,7.72e-36,XP_781221.3,3.21e-76
LOC105327960,uncharacterized LOC105327960,O95405.2,0,D1022.7b.2,2.51e-66,Sara-PA,1.33e-174,XP_011664766.1,0
LOC105327964,E3 ubiquitin-protein ligase RNF14,Q9UBS8.1,6.87e-138,F56D2.5.1,1.08e-79,ari-2-PA,2.57e-18,XP_785479.2,6.1e-132
LOC105327965,protein unc-50 homolog,O55227.1,9.33e-113,T07A5.2.1,3.96e-77,CG9773-PA,3.76e-59,XP_030836925.1,2.22e-112
LOC105327966,germ cell-less protein-like 1,Q920G9.2,9.58e-149,Y62E10A.16.1,1.47e-58,gcl-PB,4.46e-85,XP_030839745.1,4.82e-142
LOC105327967,protein mono-ADP-ribosyltransferase PARP15,Q460N3.2,6.64e-31,B0035.3.1,0.002,Tnks-PA,1.82e-11,XP_789260.4,3.24e-09
LOC105327968,uncharacterized LOC105327968,Q96MM6.2,3.05e-50,C15H9.6a.5,1.69e-09,Hsp70Aa-PA,2.37e-07,XP_011671541.2,2.91e-59
LOC105327973,THAP domain-containing protein 6-like,Q8TBB0.1,1.96e-08,B0336.7b.1,0.064,MBD-R2-PB,3.17e-07,XP_003723332.2,4.57e-06
LOC105327976,uncharacterized LOC105327976,Q8SWR3.1,3.39e-06,F53A9.5.1,2.07e-07,SPR-PB,3.28e-07,XP_011670830.2,1.62e-06
LOC105327987,sperm-associated antigen 8,Q3V0Q6.1,3.29e-31,,,,,XP_030832494.1,3.96e-58
LOC105327988,GRAM domain-containing protein 2B,O42976.1,1.29e-25,ZC328.3a.1,9.03e-15,GramD1B-PA,1.65e-24,XP_030833204.1,6.43e-30
LOC105327994,uncharacterized LOC105327994,O60140.2,5.54e-39,Y49E10.14a.2,1.72e-05,CG8635-PB,0.017,XP_030832679.1,2.57e-152
LOC105327996,ataxin-3,O35815.1,2.28e-101,F28F8.6.3,9.33e-55,CG3781-PA,0.007,XP_786733.3,8.71e-99
LOC105327997,calmodulin-A,P62145.2,4.76e-75,T21H3.3a.1,6.95e-76,Cam-PD,6.16e-76,XP_011675927.1,6.95e-76
LOC105327998,calmodulin-A,P0DP23.1,1.39e-95,T21H3.3a.1,3.74e-96,Cam-PD,5.09e-96,XP_003726932.1,5.74e-96
LOC105327999,calmodulin-A-like,O16305.3,1.97e-100,T21H3.3a.1,1.74e-101,Cam-PD,7.66e-101,XP_003726932.1,8.63e-101
LOC105328000,calmodulin-A,P41041.1,1.72e-70,T21H3.3a.1,2.4e-69,Cam-PD,1.59e-60,XP_030854314.1,3.87e-70
LOC105328002,calmodulin,Q7T3T2.3,2.99e-62,T21H3.3a.1,2.75e-62,Cam-PD,5.01e-62,XP_780862.4,6e-63
LOC105328003,calmodulin,P04352.2,4.3e-27,T21H3.3a.1,8.22e-27,Cam-PD,1.97e-24,XP_011675927.1,2.57e-27
LOC105328005,calmodulin-A,P02594.2,1.23e-68,T21H3.3a.1,5.43e-69,Cam-PD,1.3e-68,XP_030854314.1,2.92e-70
LOC105328007,calmodulin,P62184.2,2.42e-50,T21H3.3a.1,6.38e-50,Cam-PD,1.24e-49,XP_780862.4,7.5e-51
LOC105328008,calmodulin-A,Q95NR9.3,1.1e-83,T21H3.3a.1,1.45e-83,Cam-PD,9.14e-84,XP_001177619.1,7.29e-84
LOC105328011,uncharacterized LOC105328011,Q8IYB1.3,1.66e-07,ZK1067.1b.1,5.7,mab-21-PA,8.18e-08,XP_003729278.1,7.76e-06
LOC105328012,rRNA N6-adenosine-methyltransferase ZCCHC4-like,Q9H5U6.3,1.21e-144,F33A8.4.1,8.4e-53,CG12863-PA,1.2e-70,XP_030841983.1,4.2e-147
LOC105328015,doublesex- and mab-3-related transcription factor A2,Q5UU75.1,7.28e-41,C27C12.6.1,1.43e-50,dmrt93B-PA,8.63e-32,XP_030852253.1,9e-65
LOC105328018,protein PRRC1-A,A6H8J1.1,4.88e-91,C04G6.4.1,2.35e-10,mei-S332-PB,2.7,XP_782808.2,1.13e-83
LOC105328019,proline-rich protein PRCC,Q92733.1,2.17e-42,C39E9.11.1,1.14e-08,CG17249-PA,1.87e-10,XP_030832717.1,1.21e-38
LOC105327991,NADPH--cytochrome P450 reductase-like,P16435.2,0,K10D2.6.2,0,Cpr-PD,0,XP_030848141.1,0
LOC105328024,uncharacterized LOC105328024,Q086L3.1,0.79,F10E9.2.1,0.73,SK-PJ,8.1,XP_030839060.1,0.26
LOC105328025,potassium voltage-gated channel subfamily H member 1,Q02280.2,0,F16B3.1b.1,0,eag-PG,0,XP_030855353.1,0
LOC105328030,gelsolin-like protein 2,Q8MPM1.1,1.93e-135,K06A4.3.1,2.8e-47,Gel-PJ,3.69e-51,XP_011674669.1,2.37e-128
LOC105328027,neuropeptide receptor 15,Q09638.3,1.23e-52,T27D1.3.1,1.09e-53,TkR86C-PA,1.18e-23,XP_011678514.1,9.02e-37
LOC105328032,protocadherin gamma-A11,Q9HC56.2,4.42e-98,F15B9.7a.1,3.05e-66,ds-PB,1.02e-81,XP_787157.2,1.52e-96
LOC105328033,protocadherin-11 Y-linked,Q6WYY1.1,1.95e-105,F15B9.7a.1,6.05e-60,ds-PB,1.76e-97,XP_787157.2,5.47e-89
LOC105328034,uncharacterized LOC105328034,O26327.1,0.55,C04F6.5.1,1.1,CG32681-PA,0.77,XP_030842020.1,6.42e-07
LOC105328035,uncharacterized LOC105328035,Q02224.2,4.6,VW02B12L.2.1,2.5,,,XP_030842021.1,1.51e-05
LOC105328036,uncharacterized LOC105328036,Q9ZB77.2,0.17,Y71H9A.1.1,7.3,Vps29-PA,4,XP_030842023.1,1.33e-05
LOC105328037,uncharacterized LOC105328037,Q503Q1.2,0.084,F49E10.4a.1,1.3,CG32391-PC,0.14,XP_030842020.1,0.00011
LOC105328038,uncharacterized LOC105328038,Q503Q1.2,0.004,T12A2.16b.1,3.6,Not1-PF,0.55,XP_030842023.1,0.000409
LOC105328039,uncharacterized LOC105328039,Q9W625.1,0.57,T17A3.7.2,3.1,Sema5c-PB,4.4,XP_030842020.1,0.000315
